,syllables,normalized_text,n_syls,n_syls_SonoriPy
117397,per|i|ge|al,perigeal,4,
117398,per|i|ge|an,perigean,4,
117399,per|i|gla|cial,periglacial,4,
117400,per|i|gon,perigon,3,
117401,per|i|gone,perigone,3,
117402,per|i|gor|di|an,perigordian,5,
117403,per|i|go|nal,perigonal,4,
117404,per|i|go|ni|a,perigonia,5,
117405,per|i|go|ni|al,perigonial,5,
117406,per|i|go|ni|um,perigonium,5,
117407,per|i|gu|ne,perigune,4,
117408,per|i|he|li|a,perihelia,5,
117409,per|i|he|li|al,perihelial,5,
117410,per|i|he|li|an,perihelian,5,
117411,per|i|he|li|on,perihelion,5,
117412,per|i|kei|rom|e|ne,perikeiromene,6,
117413,per|i|ki|rom|e|ne,perikiromene,6,
117414,per|i|la|us,perilaus,4,
117415,per|i|lous,perilous,3,3.0
117416,per|i|lune,perilune,3,
117417,per|i|lymph,perilymph,3,
117418,per|i|lym|phat|ic,perilymphatic,5,
117419,per|i|me|des,perimedes,4,
117420,per|i|me|le,perimele,4,
117421,per|i|morph,perimorph,3,
117422,per|i|mor|phic,perimorphic,4,
117423,per|i|mor|phism,perimorphism,4,
117424,per|i|mor|phous,perimorphous,4,
117425,per|i|mys|i|um,perimysium,5,
117426,per|i|na|tal,perinatal,4,
117427,per|i|neph|ral,perinephral,4,
117428,per|i|neph|ric,perinephric,4,
117429,per|i|neph|ri|a,perinephria,5,
117430,per|i|neph|ri|al,perinephrial,5,
117431,per|i|neph|ri|um,perinephrium,5,
117432,per|i|neu|ri|cal,perineurical,5,
117433,per|i|neu|ri|tis,perineuritis,5,
117434,per|i|neu|ri|um,perineurium,5,
117435,per|i|ne|a,perinea,4,
117436,per|i|ne|al,perineal,4,
117437,per|i|ne|um,perineum,4,
117438,per|i|od|ic,periodic,4,4.0
117439,per|i|od|ic ac|id,periodic acid,5,
117440,per|i|oe|ci,perioeci,4,
117441,per|i|oe|cic,perioecic,4,
117442,per|i|oe|cid,perioecid,4,
117443,per|i|os|te|al,periosteal,5,
117444,per|i|os|te|al|ly,periosteally,6,
117445,per|i|os|te|ous,periosteous,5,
117446,per|i|os|te|um,periosteum,5,
117447,per|i|os|tit|ic,periostitic,5,
117448,per|i|os|ti|tis,periostitis,5,
117449,per|i|os|tra|cal,periostracal,5,
117450,per|i|os|tra|cum,periostracum,5,
117451,per|i|o|date,periodate,4,
117452,per|i|o|dide,periodide,4,
117453,per|i|o|don|tal,periodontal,5,5.0
117454,per|i|o|don|tia,periodontia,5,
117455,per|i|o|don|tic,periodontic,5,
117456,per|i|o|don|tics,periodontics,5,
117457,per|i|o|don|ti|a,periodontia,6,
117458,per|i|o|nych|i|a,perionychia,6,
117459,per|i|o|nych|i|um,perionychium,6,
117460,per|i|o|tic,periotic,4,
117461,per|i|pa|tet|ic,peripatetic,5,5.0
117462,per|i|pa|tet|ic,peripatetic,5,5.0
117463,per|i|pa|tet|i|cal|ly,peripatetically,7,
117464,per|i|pa|tet|i|cism,peripateticism,6,
117465,per|i|pe|tei|a,peripeteia,5,
117466,per|i|pe|ti|a,peripetia,5,
117467,per|i|phas,periphas,3,
117468,per|i|phe|tes,periphetes,4,
117469,per|i|phrase,periphrase,3,
117470,per|i|phras|tic,periphrastic,4,
117471,per|i|proc|tal,periproctal,4,
117472,per|i|proc|tic,periproctic,4,
117473,per|i|proc|tous,periproctous,4,
117474,per|i|sarc,perisarc,3,
117475,per|i|sar|cal,perisarcal,4,
117476,per|i|sar|cous,perisarcous,4,
117477,per|i|scope,periscope,3,3.0
117478,per|i|scop|ic,periscopic,4,
117479,per|i|scop|i|cal,periscopical,5,
117480,per|i|sperm,perisperm,3,
117481,per|i|spher|ic,perispheric,4,
117482,per|i|spore,perispore,3,
117483,per|i|spo|me|non,perispomenon,5,
117484,per|i|stal|sis,peristalsis,4,
117485,per|i|stal|tic,peristaltic,4,
117486,per|i|stal|ti|cal|ly,peristaltically,6,
117487,per|i|stome,peristome,3,
117488,per|i|sto|mal,peristomal,4,
117489,per|i|sto|mat|ic,peristomatic,5,
117490,per|i|style,peristyle,3,3.0
117491,per|i|tec|tic,peritectic,4,
117492,per|i|the|ci|a,perithecia,5,
117493,per|i|the|ci|al,perithecial,5,
117494,per|i|the|ci|um,perithecium,5,
117495,per|i|the|li|a,perithelia,5,
117496,per|i|the|li|al,perithelial,5,
117497,per|i|the|li|um,perithelium,5,
117498,per|i|to|nae|al|ly,peritonaeally,6,
117499,per|i|to|ne|a,peritonea,5,
117500,per|i|to|ne|al|ize,peritonealize,6,
117501,per|i|to|ne|al|ized,peritonealized,6,
117502,per|i|to|ne|al|iz|ing,peritonealizing,7,
117503,per|i|to|ne|um,peritoneum,5,
117504,per|i|to|ne|ums,peritoneums,5,
117505,per|i|to|nit|ic,peritonitic,5,
117506,per|i|to|ni|tis,peritonitis,5,
117507,per|i|track,peritrack,3,
117508,per|i|trate,peritrate,3,
117509,per|i|trich,peritrich,3,
117510,per|i|trich|ic,peritrichic,4,
117511,per|i|vis|cer|al,perivisceral,5,
117512,per|i|wig,periwig,3,
117513,per|i|win|kle,periwinkle,4,
117514,per|i|win|kled,periwinkled,4,
117515,per|jure,perjure,2,2.0
117516,per|jured,perjured,2,2.0
117517,per|jured|ly,perjuredly,3,
117518,per|jured|ness,perjuredness,3,
117519,per|jure|ment,perjurement,3,
117520,per|jur|er,perjurer,3,3.0
117521,per|jur|ing,perjuring,3,3.0
117522,per|jur|y,perjury,3,3.0
117523,per|ju|ri|ous,perjurious,4,
117524,per|ju|ry,perjury,3,3.0
117525,per|ka|sie,perkasie,3,
117526,per|kin,perkin,2,2.0
117527,per|kin's mauve,perkin's mauve,2,
117528,per|kins,perkins,2,2.0
117529,per|ling,perling,2,
117530,per|lis,perlis,2,2.0
117531,per|lite,perlite,2,2.0
117532,per|lit|ic,perlitic,3,
117533,per|lo|cu|tion,perlocution,4,
117534,per|lu|ci|dus,perlucidus,4,
117535,per|man|gan|ic,permanganic,4,
117536,per|man|gan|ic ac|id,permanganic acid,5,
117537,per|man|ga|nate,permanganate,4,
117538,per|ma|frost,permafrost,3,
117539,per|ma|nence,permanence,3,3.0
117540,per|ma|nent,permanent,3,3.0
117541,per|ma|nent mag|net,permanent magnet,4,
117542,per|ma|nent press,permanent press,3,
117543,per|ma|nent wave,permanent wave,3,
117544,per|ma|nent way,permanent way,3,
117545,per|ma|nent|ly,permanently,4,4.0
117546,per|ma|nent|ness,permanentness,4,
117547,per|ma|nen|cy,permanency,4,
117548,per|ma|tron,permatron,3,
117549,per|me|ance,permeance,3,
117550,per|me|ant,permeant,3,
117551,per|me|ate,permeate,3,3.0
117552,per|me|at|ed,permeated,4,4.0
117553,per|me|at|ing,permeating,4,4.0
117554,per|me|a|bil|i|ty,permeability,6,6.0
117555,per|me|a|ble,permeable,4,4.0
117556,per|me|a|ble|ness,permeableness,5,
117557,per|me|a|bly,permeably,4,
117558,per|me|a|me|ter,permeameter,5,
117559,per|me|a|tor,permeator,4,
117560,per|mil|lage,permillage,3,
117561,per|mis|sion,permission,3,3.0
117562,per|mis|sive,permissive,3,3.0
117563,per|mis|sive|ly,permissively,4,
117564,per|mis|sive|ness,permissiveness,4,4.0
117565,per|mis|si|bil|i|ty,permissibility,6,
117566,per|mis|si|ble,permissible,4,4.0
117567,per|mis|si|ble|ness,permissibleness,5,
117568,per|mis|si|bly,permissibly,4,
117569,per|mit,permit,2,2.0
117570,per|mit|ted|ly,permittedly,4,
117571,per|mit|tiv|i|ty,permittivity,5,
117572,per|mi|an,permian,3,3.0
117573,per|mute,permute,2,2.0
117574,per|mut|a|bil|i|ty,permutability,6,
117575,per|mut|a|ble,permutable,4,
117576,per|mut|a|ble|ness,permutableness,5,
117577,per|mut|a|bly,permutably,4,
117578,per|mut|er,permuter,3,
117579,per|mu|tate,permutate,3,3.0
117580,per|mu|tat|ed,permutated,4,4.0
117581,per|mu|tat|ing,permutating,4,4.0
117582,per|mu|ta|tion,permutation,4,4.0
117583,per|mu|ta|tion|al,permutational,5,
117584,per|mu|ta|tion|ist,permutationist,5,
117585,per|nam|bu|co,pernambuco,4,
117586,per|nan|cy,pernancy,3,
117587,per|nick|et|i|ness,pernicketiness,5,
117588,per|nick|et|y,pernickety,4,
117589,per|nik,pernik,2,
117590,per|ni|cious,pernicious,3,3.0
117591,per|ni|cious a|nae|mi|a,pernicious anaemia,6,
117592,per|ni|cious|ly,perniciously,4,
117593,per|ni|cious|ness,perniciousness,4,
117594,per|ni|o,pernio,3,
117595,per|nod,pernod,2,2.0
117596,per|nor,pernor,2,
117597,per|or|a|tor|i|cal,peroratorical,6,
117598,per|or|a|tor|i|cal|ly,peroratorically,7,
117599,per|or|a|tor|y,peroratory,5,
117600,per|ox|ide,peroxide,3,3.0
117601,per|ox|id|ed,peroxided,4,
117602,per|ox|id|ic,peroxidic,4,
117603,per|ox|id|ing,peroxiding,4,
117604,per|ox|i|dase,peroxidase,4,
117605,per|ox|i|da|tion,peroxidation,5,
117606,per|ox|i|dize,peroxidize,4,
117607,per|ox|i|dized,peroxidized,4,
117608,per|ox|i|diz|ing,peroxidizing,5,
117609,per|ox|y,peroxy,3,
117610,per|ox|y|ac|id,peroxyacid,5,
117611,per|ox|y|bo|rate,peroxyborate,5,
117612,per|ox|y|sul|phu|ric ac|id,peroxysulphuric acid,7,
117613,per|o|ne|i,peronei,4,
117614,per|o|ne|us,peroneus,4,
117615,per|o|rate,perorate,3,
117616,per|o|rat|ed,perorated,4,
117617,per|o|rat|ing,perorating,4,
117618,per|o|ra|tion,peroration,4,
117619,per|o|ra|tion|al,perorational,5,
117620,per|o|ra|tive,perorative,4,
117621,per|o|tin,perotin,3,
117622,per|o|ti|nus,perotinus,4,
117623,per|pend,perpend,2,
117624,per|pent,perpent,2,
117625,per|pen|dic|u|lar,perpendicular,5,5.0
117626,per|pen|dic|u|lar|i|ty,perpendicularity,7,
117627,per|pen|dic|u|lar|ly,perpendicularly,6,
117628,per|pen|dic|u|lar|ness,perpendicularness,6,
117629,per|pet|u|a,perpetua,4,4.0
117630,per|pet|u|al,perpetual,4,4.0
117631,per|pet|u|al mo|tion,perpetual motion,5,
117632,per|pet|u|al|i|ty,perpetuality,6,
117633,per|pet|u|al|ly,perpetually,5,5.0
117634,per|pet|u|al|ness,perpetualness,5,
117635,per|pet|u|ance,perpetuance,4,
117636,per|pet|u|ate,perpetuate,4,4.0
117637,per|pet|u|at|ed,perpetuated,5,5.0
117638,per|pet|u|at|ing,perpetuating,5,5.0
117639,per|pet|u|a|ble,perpetuable,5,
117640,per|pet|u|a|tion,perpetuation,5,5.0
117641,per|pet|u|a|tor,perpetuator,5,
117642,per|pe|trate,perpetrate,3,3.0
117643,per|pe|trat|ed,perpetrated,4,4.0
117644,per|pe|trat|ing,perpetrating,4,4.0
117645,per|pe|tra|tion,perpetration,4,
117646,per|pe|tra|tor,perpetrator,4,4.0
117647,per|pe|tu|i|ty,perpetuity,5,5.0
117648,per|phen|a|zine,perphenazine,4,
117649,per|pi|gnan,perpignan,3,
117650,per|plex,perplex,2,2.0
117651,per|plexed,perplexed,2,2.0
117652,per|plex|ed|ly,perplexedly,4,
117653,per|plex|ed|ness,perplexedness,4,
117654,per|plex|er,perplexer,3,
117655,per|plex|ing|ly,perplexingly,4,
117656,per|plex|i|ty,perplexity,4,4.0
117657,per|qui|site,perquisite,3,3.0
117658,per|rault,perrault,2,2.0
117659,per|ret,perret,2,2.0
117660,per|rin,perrin,2,2.0
117661,per|rine,perrine,2,3.0
117662,per|ris,perris,2,
117663,per|ron,perron,2,2.0
117664,per|rons,perrons,2,
117665,per|ru|quier,perruquier,3,
117666,per|ry,perry,2,2.0
117667,per|ry,perry,2,2.0
117668,per|rys|burg,perrysburg,3,
117669,per|ry|ton,perryton,3,
117670,per|ry|ville,perryville,3,
117671,per|salt,persalt,2,
117672,per|seph|o|ne,persephone,4,
117673,per|seph|o|se|i,persephosei,5,
117674,per|sep|o|lis,persepolis,4,4.0
117675,per|seus,perseus,2,3.0
117676,per|sev|e|ra|tion,perseveration,5,
117677,per|se|cute,persecute,3,3.0
117678,per|se|cut|ed,persecuted,4,4.0
117679,per|se|cut|ing,persecuting,4,4.0
117680,per|se|cut|ing|ly,persecutingly,5,
117681,per|se|cu|tion,persecution,4,4.0
117682,per|se|cu|tion com|plex,persecution complex,5,
117683,per|se|cu|tion|al,persecutional,5,
117684,per|se|cu|tive,persecutive,4,
117685,per|se|cu|tor,persecutor,4,4.0
117686,per|se|id,perseid,3,
117687,per|se|i|ty,perseity,4,
117688,per|se|vere,persevere,3,3.0
117689,per|se|ver|ance,perseverance,4,4.0
117690,per|se|ver|ant,perseverant,4,
117691,per|se|ver|ing,persevering,4,4.0
117692,per|se|ver|ing|ly,perseveringly,5,
117693,per|shing,pershing,2,2.0
117694,per|sia,persia,2,2.0
117695,per|sian,persian,2,2.0
117696,per|sian blinds,persian blinds,2,
117697,per|sian car|pet,persian carpet,3,
117698,per|sian cat,persian cat,2,
117699,per|sian em|pire,persian empire,3,
117700,per|sian gulf,persian gulf,2,
117701,per|sian lamb,persian lamb,2,
117702,per|sian mel|on,persian melon,3,
117703,per|sim|mon,persimmon,3,
117704,per|sis,persis,2,2.0
117705,per|sist,persist,2,2.0
117706,per|sist|ent,persistent,3,3.0
117707,per|sist|ent|ly,persistently,4,4.0
117708,per|sist|en|cy,persistency,4,
117709,per|sis|tence,persistence,3,3.0
117710,per|sis|tent,persistent,3,3.0
117711,per|sis|tent cru|el|ty,persistent cruelty,5,
117712,per|sis|ten|cy,persistency,4,
117713,per|sius,persius,2,
117714,per|si|car|i|a,persicaria,5,
117715,per|si|ennes,persiennes,3,
117716,per|si|flage,persiflage,3,
117717,per|snick|et|y,persnickety,4,
117718,per|son,person,2,2.0
117719,per|son,person,2,2.0
117720,per|son-to-per|son,person-to-person,3,
117721,per|son|age,personage,3,
117722,per|son|al,personal,3,3.0
117723,per|son|al col|umn,personal column,4,
117724,per|son|al e|qua|tion,personal equation,5,
117725,per|son|al prop|er|ty,personal property,5,
117726,per|son|al pro|noun,personal pronoun,4,
117727,per|son|al|ise,personalise,4,
117728,per|son|al|ised,personalised,4,
117729,per|son|al|ism,personalism,4,
117730,per|son|al|ist,personalist,4,
117731,per|son|al|is|ing,personalising,5,
117732,per|son|al|is|tic,personalistic,5,
117733,per|son|al|ize,personalize,4,4.0
117734,per|son|al|i|ty,personality,5,5.0
117735,per|son|al|i|ty dis|or|der,personality disorder,7,
117736,per|son|al|i|ty in|ven|to|ry,personality inventory,8,
117737,per|son|al|i|ty test,personality test,5,
117738,per|son|al|i|ty type,personality type,5,
117739,per|son|al|i|za|tion,personalization,6,6.0
117740,per|son|al|ly,personally,4,4.0
117741,per|son|al|ness,personalness,4,
117742,per|son|al|ty,personalty,4,
117743,per|son|ate,personate,3,
117744,per|son|at|ed,personated,4,
117745,per|son|at|ing,personating,4,
117746,per|son|a|ble,personable,4,4.0
117747,per|son|a|ble|ness,personableness,5,
117748,per|son|a|bly,personably,4,4.0
117749,per|son|a|tion,personation,4,
117750,per|son|a|tive,personative,4,
117751,per|son|a|tor,personator,4,
117752,per|son|i|fied,personified,4,4.0
117753,per|son|i|fi|ant,personifiant,5,
117754,per|son|i|fi|a|ble,personifiable,6,
117755,per|son|i|fi|ca|tion,personification,6,6.0
117756,per|son|i|fi|ca|tor,personificator,6,
117757,per|son|i|fi|er,personifier,5,
117758,per|son|i|fy,personify,4,4.0
117759,per|son|i|fy|ing,personifying,5,5.0
117760,per|son|nel,personnel,3,3.0
117761,per|sorp|tion,persorption,3,
117762,per|so|na,persona,3,3.0
117763,per|so|na gra|ta,persona grata,4,
117764,per|so|na non gra|ta,persona non grata,4,
117765,per|so|nae,personae,3,3.0
117766,per|spec|tive,perspective,3,3.0
117767,per|spec|tived,perspectived,3,
117768,per|spec|tive|less,perspectiveless,4,
117769,per|spec|tive|ly,perspectively,4,
117770,per|spec|tiv|al,perspectival,4,
117771,per|spec|tiv|ism,perspectivism,4,
117772,per|spec|tiv|ism,perspectivism,4,
117773,per|spec|tiv|ist,perspectivist,4,
117774,per|spex,perspex,2,
117775,per|spic|u|ous,perspicuous,4,
117776,per|spic|u|ous|ly,perspicuously,5,
117777,per|spic|u|ous|ness,perspicuousness,5,
117778,per|spire,perspire,2,2.0
117779,per|spired,perspired,2,
117780,per|spir|a|bil|i|ty,perspirability,6,
117781,per|spir|a|ble,perspirable,4,
117782,per|spir|a|to|ry,perspiratory,5,
117783,per|spir|ing,perspiring,3,3.0
117784,per|spir|ing|ly,perspiringly,4,
117785,per|spir|y,perspiry,3,
117786,per|spi|ca|cious,perspicacious,4,4.0
117787,per|spi|ca|cious|ly,perspicaciously,5,
117788,per|spi|ca|cious|ness,perspicaciousness,5,
117789,per|spi|cu|i|ty,perspicuity,5,
117790,per|spi|ra|tion,perspiration,4,4.0
117791,per|suade,persuade,2,2.0
117792,per|suad|a|bil|i|ty,persuadability,6,
117793,per|suad|a|ble,persuadable,4,4.0
117794,per|suad|a|ble|ness,persuadableness,5,
117795,per|suad|a|bly,persuadably,4,
117796,per|suad|ed|ly,persuadedly,4,
117797,per|suad|ed|ness,persuadedness,4,
117798,per|suad|er,persuader,3,
117799,per|suad|ing|ly,persuadingly,4,
117800,per|sua|sion,persuasion,3,3.0
117801,per|sua|sive,persuasive,3,3.0
117802,per|sua|sive|ly,persuasively,4,4.0
117803,per|sua|sive|ness,persuasiveness,4,4.0
117804,per|sua|si|bil|i|ty,persuasibility,6,
117805,per|sul|fate,persulfate,3,
117806,per|sul|fu|ric ac|id,persulfuric acid,5,
117807,per|sul|phu|ric ac|id,persulphuric acid,5,
117808,per|tain,pertain,2,2.0
117809,per|thit|ic,perthitic,3,
117810,per|thit|i|cal|ly,perthitically,5,
117811,per|ti|nac|i|ty,pertinacity,5,
117812,per|ti|na|cious,pertinacious,4,
117813,per|ti|na|cious|ly,pertinaciously,5,
117814,per|ti|na|cious|ness,pertinaciousness,5,
117815,per|ti|nent,pertinent,3,3.0
117816,per|turb,perturb,2,2.0
117817,per|turb|a|bil|i|ty,perturbability,6,
117818,per|turb|a|ble,perturbable,4,
117819,per|turb|ed|ly,perturbedly,4,
117820,per|turb|ed|ness,perturbedness,4,
117821,per|turb|er,perturber,3,
117822,per|turb|ing|ly,perturbingly,4,
117823,per|turb|ment,perturbment,3,
117824,per|tur|ba|tion,perturbation,4,4.0
117825,per|tur|ba|tion|al,perturbational,5,
117826,per|tur|ba|tious,perturbatious,4,
117827,per|tur|ba|tive,perturbative,4,
117828,per|tur|ba|tor,perturbator,4,
117829,per|tus|sis,pertussis,3,3.0
117830,per|utz,perutz,2,
117831,per|vade,pervade,2,2.0
117832,per|vad|ed,pervaded,3,3.0
117833,per|vad|ing,pervading,3,3.0
117834,per|vad|ing|ness,pervadingness,4,
117835,per|va|sion,pervasion,3,
117836,per|va|sive,pervasive,3,3.0
117837,per|va|sive|ly,pervasively,4,
117838,per|va|sive|ness,pervasiveness,4,4.0
117839,per|verse,perverse,2,2.0
117840,per|verse|ly,perversely,3,3.0
117841,per|verse|ness,perverseness,3,
117842,per|vert,pervert,2,2.0
117843,per|vert|ed,perverted,3,3.0
117844,per|vert|er,perverter,3,
117845,per|vert|i|bil|i|ty,pervertibility,6,
117846,per|vert|i|ble,pervertible,4,
117847,per|vert|i|bly,pervertibly,4,
117848,per|ver|sion,perversion,3,3.0
117849,per|ver|sive,perversive,3,
117850,per|ver|si|ty,perversity,4,4.0
117851,per|vi|ca|cious|ly,pervicaciously,5,
117852,per|vi|ca|cious|ness,pervicaciousness,5,
117853,per|vi|ous,pervious,3,
117854,per|vi|ous|ness,perviousness,4,
117855,per|vou|ralsk,pervouralsk,3,
117856,pes,pes,1,
117857,pesh|a|war,peshawar,3,3.0
117858,pesh|ti|go,peshtigo,3,
117859,pesk|i|ly,peskily,3,
117860,pesk|y,pesky,2,2.0
117861,pest,pest,1,1.0
117862,pest,pest,1,1.0
117863,pest|hole,pesthole,2,
117864,pest|house,pesthouse,2,
117865,pes|ca|do|res,pescadores,4,
117866,pes|ki|er,peskier,3,
117867,pes|ki|est,peskiest,3,
117868,pes|ky,pesky,2,2.0
117869,pes|sa|ry,pessary,3,
117870,pes|si|mism,pessimism,3,4.0
117871,pes|si|mist,pessimist,3,3.0
117872,pes|ta|loz|zi,pestalozzi,4,
117873,pes|ta|loz|zi|an|ism,pestalozzianism,6,
117874,pes|ter,pester,2,2.0
117875,pes|ter|er,pesterer,3,
117876,pes|ter|ing|ly,pesteringly,4,
117877,pes|ter|some,pestersome,3,
117878,pes|tif|er|ous,pestiferous,4,
117879,pes|tif|er|ous|ly,pestiferously,5,
117880,pes|tif|er|ous|ness,pestiferousness,5,
117881,pes|ti|cide,pesticide,3,3.0
117882,pes|ti|cid|al,pesticidal,4,
117883,pes|ti|lence,pestilence,3,3.0
117884,pes|ti|lent,pestilent,3,
117885,pes|ti|len|tial,pestilential,4,
117886,pes|ti|len|tial|ly,pestilentially,5,
117887,pes|ti|len|tial|ness,pestilentialness,5,
117888,pes|tle,pestle,2,
117889,pet,pet,1,1.0
117890,pet,pet,1,1.0
117891,pete|man,peteman,2,
117892,peth|i|dine,pethidine,3,
117893,petrog,petrog,1,
117894,petrol,petrol,1,2.0
117895,pet|al,petal,2,2.0
117896,pet|al,petal,2,2.0
117897,pet|aled,petaled,2,
117898,pet|alled,petalled,2,
117899,pet|al|age,petalage,3,
117900,pet|al|if|er|ous,petaliferous,5,
117901,pet|al|ine,petaline,3,
117902,pet|al|less,petalless,3,
117903,pet|al|like,petallike,3,
117904,pet|al|oid,petaloid,3,
117905,pet|al|ous,petalous,3,
117906,pet|al|o|dy,petalody,4,
117907,pet|a|lod|ic,petalodic,4,
117908,pet|a|lu|ma,petaluma,4,4.0
117909,pet|a|sos,petasos,3,
117910,pet|a|sus,petasus,3,
117911,pet|cock,petcock,2,
117912,pet|it,petit,2,2.0
117913,pet|it bour|geois,petit bourgeois,3,
117914,pet|it four,petit four,2,
117915,pet|it ju|ry,petit jury,3,
117916,pet|it lar|ce|ny,petit larceny,4,
117917,pet|it mal,petit mal,2,
117918,pet|it point,petit point,2,
117919,pet|its-ma||tres,petits-matres,4,
117920,pet|i|ole,petiole,3,
117921,pet|i|ol|u|lar,petiolular,5,
117922,pet|i|o|lar,petiolar,4,
117923,pet|i|o|late,petiolate,4,
117924,pet|i|o|lat|ed,petiolated,5,
117925,pet|i|o|lule,petiolule,4,
117926,pet|i|tor,petitor,3,
117927,pet|i|to|ry,petitory,4,
117928,pet|ra,petra,2,2.0
117929,pet|rarch,petrarch,2,
117930,pet|rar|chan son|net,petrarchan sonnet,4,
117931,pet|rel,petrel,2,
117932,pet|ri|fac|tion,petrifaction,4,
117933,pet|ri|fied,petrified,3,3.0
117934,pet|ri|fied for|est,petrified forest,4,
117935,pet|ri|fi|a|ble,petrifiable,5,
117936,pet|ri|fi|ca|tion,petrification,5,
117937,pet|ri|fi|er,petrifier,4,
117938,pet|ri|fy,petrify,3,3.0
117939,pet|ri|fy|ing,petrifying,4,
117940,pet|rol,petrol,2,2.0
117941,pet|rol sta|tion,petrol station,3,
117942,pet|rolled,petrolled,2,
117943,pet|rol|ling,petrolling,3,
117944,pet|rous,petrous,2,
117945,pet|ro|chem|is|try,petrochemistry,5,
117946,pet|ro|chem|i|cal,petrochemical,5,5.0
117947,pet|ro|dol|lar,petrodollar,4,4.0
117948,pet|ro|gen|e|sis,petrogenesis,5,
117949,pet|ro|gen|ic,petrogenic,4,
117950,pet|ro|ge|net|ic,petrogenetic,5,
117951,pet|ro|glyph,petroglyph,3,3.0
117952,pet|ro|grad,petrograd,3,
117953,pet|ro|gram,petrogram,3,
117954,pet|ro|graph,petrograph,3,
117955,pet|ro|graph|ic,petrographic,4,
117956,pet|ro|graph|i|cal|ly,petrographically,6,
117957,pet|ro|la|tum,petrolatum,4,
117958,pet|ro|log|ic,petrologic,4,
117959,pet|ro|log|i|cal|ly,petrologically,6,
117960,pet|ro|nel,petronel,3,
117961,pet|ro|pav|lovsk,petropavlovsk,4,
117962,pet|ro|za|vodsk,petrozavodsk,4,
117963,pet|sa|mo,petsamo,3,
117964,pet|ted,petted,2,2.0
117965,pet|ting,petting,2,2.0
117966,pet|tish,pettish,2,
117967,pet|tish|ly,pettishly,3,
117968,pet|tish|ness,pettishness,3,
117969,pet|tit,pettit,2,2.0
117970,pet|ti|coat,petticoat,3,3.0
117971,pet|ti|coat|ed,petticoated,4,
117972,pet|ti|coat|less,petticoatless,4,
117973,pet|ti|er,pettier,3,
117974,pet|ti|est,pettiest,3,
117975,pet|ti|fog,pettifog,3,
117976,pet|ti|fogged,pettifogged,3,
117977,pet|ti|fog|ger,pettifogger,4,
117978,pet|ti|fog|ging,pettifogging,4,
117979,pet|ti|toes,pettitoes,3,
117980,pet|tle,pettle,2,
117981,pet|to,petto,2,
117982,pet|ty,petty,2,2.0
117983,pet|ty,petty,2,2.0
117984,pet|ty cash,petty cash,2,
117985,pet|ty ju|ry,petty jury,3,
117986,pet|ty lar|ce|ny,petty larceny,4,
117987,pet|ty of|fic|er,petty officer,4,
117988,pet|ty ses|sions,petty sessions,3,
117989,pet|u|lance,petulance,3,3.0
117990,pet|u|lant,petulant,3,3.0
117991,pet|u|lant|ly,petulantly,4,
117992,pet|u|lan|cy,petulancy,4,
117993,pevs|ner,pevsner,2,
117994,pew,pew,1,1.0
117995,pew|age,pewage,2,
117996,pew|hold|er,pewholder,3,
117997,pew|ter,pewter,2,2.0
117998,pew|ter|er,pewterer,3,
117999,pey|ton,peyton,2,2.0
118000,pey|tral,peytral,2,
118001,pey|trel,peytrel,2,
118002,pe|an,pean,2,
118003,pe|a|no,peano,3,
118004,pe|brine,pebrine,2,
118005,pe|can,pecan,2,2.0
118006,pe|chen|ga,pechenga,3,
118007,pe|cho|ra,pechora,3,3.0
118008,pe|cos,pecos,2,
118009,pe|cu|liar,peculiar,3,3.0
118010,pe|cu|liar|ise,peculiarise,4,
118011,pe|cu|liar|ised,peculiarised,4,
118012,pe|cu|liar|is|ing,peculiarising,5,
118013,pe|cu|liar|ize,peculiarize,4,
118014,pe|cu|liar|ized,peculiarized,4,
118015,pe|cu|liar|iz|ing,peculiarizing,5,
118016,pe|cu|liar|ly,peculiarly,4,4.0
118017,pe|cu|li|ar,peculiar,4,3.0
118018,pe|cu|li|ar peo|ple,peculiar people,5,
118019,pe|cu|li|ar|i|ty,peculiarity,6,6.0
118020,pe|cu|li|um,peculium,4,
118021,pe|cu|ni|ar|i|ly,pecuniarily,6,
118022,pe|cu|ni|ar|y,pecuniary,5,5.0
118023,pe|cu|ni|ar|y ad|van|tage,pecuniary advantage,7,
118024,pe|dal,pedal,2,2.0
118025,pe|dal|fer,pedalfer,3,
118026,pe|dan|tic,pedantic,3,3.0
118027,pe|dan|ti|cal|ly,pedantically,5,
118028,pe|dan|ti|cal|ness,pedanticalness,5,
118029,pe|dan|ti|cism,pedanticism,4,
118030,pe|dat|i|fid,pedatifid,4,
118031,pe|dat|i|lobed,pedatilobed,4,
118032,pe|dat|i|lob|ate,pedatilobate,5,
118033,pe|da|sus,pedasus,3,
118034,pe|des,pedes,2,
118035,pe|des|tri|an,pedestrian,4,4.0
118036,pe|des|tri|an cross|ing,pedestrian crossing,5,
118037,pe|des|tri|an|ise,pedestrianise,5,
118038,pe|des|tri|an|ised,pedestrianised,5,
118039,pe|des|tri|an|ism,pedestrianism,5,
118040,pe|des|tri|an|is|ing,pedestrianising,6,
118041,pe|des|tri|an|ize,pedestrianize,5,
118042,pe|des|tri|an|ized,pedestrianized,5,
118043,pe|des|tri|an|iz|ing,pedestrianizing,6,
118044,pe|de|sis,pedesis,3,
